userId|rating|itemId|cityId
1|4|1|1
1|5|2|1
1|4|4|2
1|4|6|3
1|5|7|4
1|4|8|5
1|4|9|6
1|4|10|7
1|4|11|8
1|4|12|8
2|4|19|8
2|4|20|11
2|4|21|12
2|4|22|8
2|4|24|13
2|5|25|14
2|3|26|8
2|5|27|15
2|5|28|16
2|4|29|17
2|4|30|18
3|4|31|19
3|3|32|20
3|5|33|21
3|4|34|22
3|4|35|23
3|3|36|24
3|3|37|25
3|5|38|26
3|5|39|27
3|4|40|28
3|4|41|29
3|4|42|30
3|5|43|31
3|3|44|32
3|5|45|33
3|3|46|34
3|5|47|35
3|5|48|36
3|4|49|37
3|2|50|38
3|5|51|39
3|4|52|40
3|2|53|41
3|5|54|42
3|5|55|43
3|4|56|34
3|2|57|44
3|5|58|11
3|5|59|42
3|5|61|46
3|4|62|47
3|3|63|34
3|5|64|48
3|5|65|49
3|4|66|50
3|2|67|51
3|5|68|52
3|5|69|34
3|3|70|38
3|5|71|53
3|3|72|54
3|5|73|54
3|2|74|55
3|5|75|56
3|3|76|57
3|4|77|58
3|5|78|59
3|3|79|27
3|5|80|60
3|5|81|61
3|3|82|62
3|4|83|63
4|5|84|64
4|5|85|65
4|4|86|66
4|4|87|8
4|5|89|67
4|5|90|68
4|3|91|69
4|5|93|71
4|1|94|45
5|5|98|75
5|5|99|8
5|4|100|53
5|5|101|76
5|5|102|77
6|4|105|79
6|4|106|80
6|4|109|82
6|4|110|34
6|3|111|83
6|4|112|84
6|4|113|85
7|5|123|88
7|4|124|89
7|4|125|90
7|5|128|91
7|1|134|96
7|4|137|97
7|4|138|98
7|2|139|99
7|5|140|99
7|2|141|100
7|2|142|101
7|4|143|102
7|2|144|103
7|5|145|104
8|1|146|105
8|5|147|106
8|5|148|107
8|1|150|109
8|5|151|110
8|5|153|11
8|5|156|113
8|4|157|114
8|5|158|115
8|5|164|118
8|2|165|34
9|2|167|120
9|4|175|123
9|5|183|124
9|2|191|8
9|4|192|8
9|2|193|8
10|5|194|126
10|4|195|127
10|5|200|132
10|5|201|133
10|4|203|135
10|4|207|128
10|1|213|139
10|5|214|139
10|3|216|140
10|5|218|141
10|5|219|142
10|5|230|145
10|4|240|148
10|4|243|149
10|5|246|152
10|1|247|152
10|5|249|154
10|5|250|155
10|4|251|34
10|5|252|156
11|4|255|154
11|5|257|158
11|3|260|159
11|5|263|160
11|5|268|162
11|2|269|163
11|5|270|164
11|5|273|157
11|5|275|8
11|5|276|165
11|5|277|76
11|2|278|166
12|4|281|167
12|4|286|169
12|3|288|68
12|3|289|170
13|5|294|173
13|3|300|176
13|3|308|177
13|5|309|178
13|5|313|8
13|3|317|8
13|4|319|180
13|4|320|181
13|4|324|183
13|4|326|34
13|4|328|184
13|3|330|8
13|4|332|185
13|5|334|186
13|4|335|187
13|3|339|189
13|2|342|190
13|5|347|155
13|4|348|172
13|3|349|188
13|3|351|192
13|4|353|193
13|4|354|34
13|5|355|172
14|5|363|11
14|4|366|8
14|3|368|8
14|3|369|194
14|5|370|8
14|3|373|8
14|5|375|8
14|4|378|195
14|4|379|175
14|4|381|196
14|2|384|197
14|5|385|8
14|5|386|198
14|4|387|199
14|4|389|200
14|2|390|8
14|3|391|201
14|5|396|157
14|2|397|202
14|5|398|177
14|1|399|203
14|4|400|204
14|5|401|205
14|2|402|206
14|4|404|208
14|3|405|208
14|4|406|209
14|3|407|210
14|3|408|211
14|5|409|212
14|4|410|195
14|3|411|213
14|3|412|214
14|5|415|215
14|5|418|217
14|3|419|175
14|2|420|218
14|3|421|219
14|4|422|220
14|3|423|221
14|2|424|8
14|5|425|211
14|4|426|222
14|2|427|223
14|5|428|224
14|3|429|225
14|4|430|226
14|2|433|228
14|5|408|211
14|1|434|219
14|5|435|229
14|3|436|230
14|5|439|232
14|3|442|229
14|3|443|233
14|5|408|211
14|4|385|8
14|5|445|234
15|5|447|235
15|5|448|236
15|4|449|237
15|4|450|162
15|4|451|238
15|4|452|239
15|4|453|240
15|4|454|241
15|4|455|242
15|3|456|243
15|4|457|244
15|4|459|54
15|3|460|8
15|2|461|243
15|4|462|8
15|3|463|246
15|4|464|247
15|4|465|248
15|4|466|8
15|5|469|53
15|2|470|249
15|4|471|77
15|4|472|250
15|4|473|68
15|4|474|72
15|4|475|72
15|4|476|251
15|4|477|8
15|5|478|72
15|5|479|252
15|4|480|253
15|2|482|254
15|5|483|255
15|4|484|256
15|5|485|257
15|3|486|258
15|5|487|11
15|3|488|162
15|3|489|259
15|5|490|260
15|4|491|261
15|3|492|68
15|5|493|236
16|4|494|262
16|4|495|263
16|5|496|263
16|3|497|264
16|4|498|265
16|4|499|266
16|4|503|268
16|3|513|270
16|5|514|270
16|4|516|271
16|4|517|53
16|5|473|68
16|1|518|272
16|3|519|273
16|4|520|274
16|3|521|275
16|3|522|276
16|4|523|162
16|5|524|264
17|5|527|278
17|5|537|88
17|3|538|282
17|3|539|283
17|5|540|284
17|4|541|285
17|1|542|45
17|5|543|45
17|5|544|3
17|5|545|286
18|5|546|287
18|3|547|288
18|3|548|289
18|1|549|290
18|1|550|290
18|3|551|45
19|3|552|189
19|4|554|292
19|5|556|294
19|3|557|295
19|4|558|296
19|5|559|4
19|4|561|294
19|4|562|298
19|4|563|299
19|2|564|300
19|5|565|227
19|4|569|302
19|5|570|303
19|4|571|294
19|4|572|304
19|4|574|305
19|4|575|4
19|4|576|302
19|4|563|299
19|4|577|306
19|4|579|307
19|4|580|308
19|3|581|1
19|5|582|309
19|4|583|302
19|4|584|298
19|5|585|310
19|4|572|304
19|5|588|8
19|4|589|189
19|4|585|310
19|5|590|305
19|4|563|299
19|4|591|305
19|4|576|302
19|4|592|311
19|3|7|4
19|4|593|294
19|2|594|298
19|4|591|305
19|4|563|299
19|5|585|310
19|4|595|8
19|4|591|305
19|4|597|34
19|3|598|313
19|5|595|8
19|4|599|298
19|4|600|314
19|3|601|305
19|5|602|304
19|4|603|34
19|3|604|294
19|5|563|299
19|4|585|310
19|4|605|315
19|4|595|8
19|5|607|8
19|4|608|296
19|4|609|53
19|5|558|316
19|5|610|304
19|5|600|314
19|3|604|294
19|4|611|298
19|4|585|310
19|4|612|3
19|5|613|317
19|3|614|296
19|4|604|294
19|4|99|8
19|3|615|305
19|4|618|56
19|4|619|180
19|5|620|180
19|3|621|318
19|4|622|294
19|3|623|319
19|4|624|304
19|3|611|298
19|4|625|320
19|5|563|299
